Title,Authors,Price,Stars,Number of Reviews,Country
Machine Learning Design Interview: Machine Learning System Design Interview (English Edition)  ,[],184.0,1,17,Brazil
"Tnfeeon Arabic English Electroic Educational Book, Educational Arabic English Audio Book Interactive for Kindergarten for Baby  ",[],159.0,3,221,Brazil
The Hundred-Page Machine Learning Book in italiano (Italian Edition)  ,[],254.0,2,483,Brazil
Machine Learning with Python: The Basics (English Edition)  ,[],0.0,3,210,Brazil
Pssopp Children Early Reading Machine Early Education Point Reading Machine Thai English Chinese Kid Reading Machine Children's eBook  ,[],77.0,3,161,Brazil
Graph Convolutional Neural Networks and Beyond: Exploring Advanced Techniques in Applied Machine Learning (AI & Machine Learning) (English Edition)  ,[],0.0,1,228,Brazil
"Python Machine Learning for Beginners: Learning from Scratch Numpy, Pandas, Matplotlib, Seaborn, SKlearn and TensorFlow 2.0 for Machine Learning & Deep ... Science for Beginners) (English Edition)  ",[],24.0,3,302,Brazil
Python Machine Learning: The Ultimate Intermediate Guide to Learn Python Machine Learning Step by Step using Scikit-Learn and Tensorflow (Computer Programming) (English Edition)  ,[],0.0,1,430,Brazil
Python Machine Learning for Beginners: Python Machine Learning Essentials. Build Your First AI Application (English Edition)  ,[],0.0,4,334,Brazil
Machine Learning & Artificial Intelligence for Kids | Full eBook Collection (Tinker Toddlers): STEAM Baby for Infants and Toddlers (English Edition)  ,[],0.0,4,80,Brazil
Machine Learning with Python: A Practical Beginner's Guide (English Edition)  ,[],0.0,4,467,Brazil
"UCreate Caderno de esboços Poly Cover, pesado, 15 x 23 cm, preto, 75 folhas  ",[],70.0,1,56,Brazil
"Caixa Organizadora Vaultz Ccomhave(13,1 X 21,1 X 6,1Cm) Az, 803150, Azul  ",[],96.0,3,475,Brazil
Top 100 Machine Learning Interview Questions: Interview Guide (English Edition)  ,[],0.0,5,178,Brazil
Machine Learning: Theoretical Foundations and Practical Applications (Studies in Big Data Book 87) (English Edition)  ,[],638.0,1,370,Brazil
Dinosaur Digger 2 - Truck Games for Kids toddlers  ,[],37.93902986698153,3,143,Brazil
"Shanrya Childrens Learning Machine, Interesting Childrens Reading Machine, Interactive Development Stimulation  ",[],79.0,2,349,Brazil
Dinosaur Farm - Tractor Games for kids toddlers  ,[],82.45996067037339,4,89,Brazil
Zerodis Children Reading Machine Interesting Kids Multifunction Learning Machine with Pen Chalk Eraser for Early Education (Blue)  ,[],80.0,2,254,Brazil
Machine Learning Algorithms: Handbook  ,[],329.0,2,338,Brazil
Intermediate Simple Machines: Inclined Planes (Home Use)  ,[],29.774931775424946,2,466,Brazil
"WEYI Chinese Learning Tablet, Chinese Learning Machine Rounded Corner Improve Interactive Logical Thinking for Kids Age 3 and Up for Birthday Gift  ",[],63.018958241984095,1,354,Brazil
Knitting lessons for beginners  ,[],22.025276443687495,1,268,Brazil
"LISND Educational Electronic Learning Book, Promote Body Sensory Arabic Learning Sound Book Guide Pronunciation for Daily Use for Kids  ",[],105.0,1,50,Brazil
Intermediate Simple Machines: Levers  ,[],72.35994592367771,4,267,Brazil
Learn How To Draw Weapons easily  ,[],78.42661421140814,1,181,Brazil
"Learning Sound Book, Electronic Sound Book Improve Ability Chinese English Burmese Audio Book with Pen for Daily Playing for Kids  ",[],81.0,3,106,Brazil
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically  ,[],341.0,5,300,Brazil
"Introduction to Machine Learning, Fourth Edition  ",[],578.0,1,342,Brazil
Mathematical Aspects of Deep Learning  ,[],663.0,1,67,Brazil
"Machine Learning with BigQuery ML: Create, execute, and improve machine learning models in BigQuery using standard SQL queries  ",['Alessandro Marrandino'],37.0,2,88,Germany
Exploring Mars (English Edition)  ,[],0.0,5,327,Germany
Machine Learning and AI in Finance  ,[],50.0,2,119,Germany
"Natural Language Processing with TensorFlow: The definitive NLP book to implement the most sought-after machine learning models and tasks, 2nd Edition  ",['Thushan Ganegedara'],30.0,1,51,Germany
"Machine Learning for Business Analytics: Concepts, Techniques, and Applications in R  ",['Galit Shmueli'],130.0,4,96,Germany
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ","['Reid Blackman', 'Audio CD']",22.0,5,226,Germany
Deep Learning (The MIT Press Essential Knowledge series)  ,"['John D. Kelleher', 'Audio CD']",14.0,1,388,Germany
MACHINE LEARNING WITH PYTHON: A Comprehensive Beginners Guide to Learn the Realms of Machine Learning with Python  ,['Alexander Cane'],20.0,5,421,Germany
MOXIC Soft Geometric Living Room Rug Rectangle Kids Crawling Bedroom Fleece Non Slip Modern Home Decor Mats Indoor Outdoor Runners Kids Room Rug 18x33cm  ,[],117.0,2,431,Germany
Big Data and Machine Learning in Quantitative Investment (Wiley Finance Editions)  ,['Tony Guida'],44.0,3,50,Germany
"Practical Mathematics for AI and Deep Learning: A Concise yet In-Depth Guide on Fundamentals of Computer Vision, NLP, Complex Deep Neural Networks and Machine Learning (English Edition)  ",['Tamoghna Ghosh'],31.0,3,232,Germany
Mastering Classification Algorithms for Machine Learning: Learn how to apply Classification algorithms for effective Machine Learning solutions (English Edition)  ,['Partha Majumdar'],35.0,5,238,Germany
Mastering AI Programming: From Basics to Beyond #1: Building Intelligent Systems from Scratch: A Comprehensive Guide to AI Development (English Edition)  ,[],0.0,2,333,Germany
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition  ",['Denis Rothman'],32.0,2,86,Germany
Deep Learning for Coders With Fastai and Pytorch: AI Applications Without a Phd  ,"['Jeremy Howard', 'Sylvain Gugger']",62.0,4,418,Germany
Machine Learning with Quantum Computers (Quantum Science and Technology)  ,[],116.0,2,392,Germany
MASTERING C# PROGRAMMING AND PYTHON MASTERY FOR INTERMEDIATE PROGRAMMERS: UNLEASHING THE POWER OF ADVANCED PYTHON TECHNIQUES AND AN IN-DEPTH GUIDE FOR ... CODERS - 2 BOOKS IN 1 (English Edition)  ,[],0.0,5,166,Germany
Quantum Machine Learning: Thinking and Exploration in Neural Network Models for Quantum Science and Quantum Computing (Quantum Science and Technology)  ,[],139.0,2,411,Germany
"Prompt Engineering Guide: 3 Books in 1 - ""Unlocking the Potential of AI Conversations: A Comprehensive Prompt Engineering Trilogy"" (English Edition)  ",[],0.0,5,366,Germany
Data Mesh Architecture: Achieving Excellence in Efficiency and Innovation (English Edition)  ,[],0.0,1,215,Germany
"Generative AI Development with Langchain: The Ultimate Guide for experts and Beginners, Unveiling the Latest in Deep Learning, Development, and Deployment ... to expert developer)) (English Edition)  ",[],7.0,2,6,Germany
Predictive Analytics : Forecasting Futures one data point at a time (Modern Quant Book 4) (English Edition)  ,[],0.0,1,269,Germany
Mastering Robotics Research: From Enthusiast To Expert (English Edition)  ,[],5.0,3,400,Germany
"Natural Language Understanding with Python: Combine natural language technology, deep learning, and large language models to create human-like language comprehension in computer systems  ",[],37.0,2,329,Germany
Fei-Fei Li : A Human-Centered Visionary for Artificial Intelligence (English Edition)  ,[],0.0,3,372,Germany
"AI Basics for Managers: A Comprehensive Guide for Managers to Implement, Measure, and Optimize AI in Business Operations Within the AI Revolution (AI Fundamentals) (English Edition)  ",[],0.0,5,154,Germany
Quantum Computing Impact: Unleashing the Power of Data for the Future (English Edition)  ,[],0.0,5,473,Germany
Database Management for Beginners: 3 in 1 Guide: Navigating the World of Data Storage and Organization (English Edition)  ,[],0.0,5,332,Germany
A primer guide on technology for beginners: Unlocking secret of technology (English Edition)  ,[],0.0,5,15,Germany
"OltreUmano: Per un'architettura del vivente (""Gli Strumenti"" direttore Antonino Saggio Vol. 10) (Italian Edition)  ",[],6.0,4,331,Germany
Machine Learning for Factor Investing: Python Version (Chapman and Hall/Crc Financial Mathematics)  ,['Guillaume Coqueret'],85.0,5,83,Germany
Architecting Data and Machine Learning Platforms: Enable Analytics and AI-Driven Innovation in the Cloud  ,['Marco Tranquillin'],56.0,2,56,Germany
Deep Learning with PyTorch Step-by-Step: A Beginner's Guide: Volume I: Fundamentals (English Edition)  ,['Daniel Voigt Godoy'],3.0,1,216,Germany
Machine Learning with Python for Beginners Book Series  ,[],52.51969308516334,4,71,Germany
Privacy-Preserving Machine Learning (SpringerBriefs on Cyber Security Systems and Networks)  ,[],33.0,1,65,Germany
Implementing Machine Learning for Finance: A Systematic Approach to Predictive Risk and Performance Analysis for Investment Portfolios  ,['Tshepo Chris Nokeri'],24.0,5,331,Germany
Praxisbuch Unsupervised Learning: Machine-Learning-Anwendungen für ungelabelte Daten mit Python programmieren (Animals)  ,['Ankur A. Patel'],39.0,4,416,Germany
"Generative Deep Learning: Teaching Machines to Paint, Write, Compose, and Play  ",['David Foster'],58.0,1,440,Germany
Google Cloud Certified Professional Machine Learning Engineer Study Guide  ,[],53.0,5,52,Germany
Foundations of Computer Vision (Adaptive Computation and Machine Learning series)  ,[],91.0,3,259,Germany
"Machine Learning for Civil and Environmental Engineers: A Practical Approach to Data-Driven Analysis, Explainability, and Causality  ",['M. Z. Naser'],73.0,3,416,Germany
Machine Learning with Neural Networks: An Introduction for Scientists and Engineers  ,['Bernhard Mehlig'],49.0,4,424,Germany
"Cloud Native AI and Machine Learning on AWS: Use SageMaker for building ML models, automate MLOps, and take advantage of numerous AWS AI services (English Edition)  ","['Premkumar Rangarajan', 'David Bounds']",29.0,5,100,Germany
"Machine Learning Security Principles: Keep data, networks, users, and applications safe from prying eyes  ",['John Paul Mueller'],35.0,3,3,Germany
Machine Learning: For Students and Professionals (English Edition)  ,[],0.0,4,248,Germany
Understanding Deep Learning  ,[],90.0,2,58,Germany
"Machine Learning For Absolute Beginners: A Plain English Introduction (AI, Data Science, Python & Statistics for Beginners, Band 3)  ",['Oliver Theobald'],16.0,1,444,Germany
"Mastering Machine Learning Algorithms: Expert techniques for implementing popular machine learning algorithms, fine-tuning your models, and understanding how they work, 2nd Edition  ",['Giuseppe Bonaccorso'],37.0,4,383,Germany
Practical Simulations for Machine Learning: Using Synthetic Data for AI  ,[],51.0,3,212,Germany
"Hands-on Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems  ",['Aurélien Géron'],67.0,5,154,Germany
Grundkurs Machine Learning: Aus der Buchreihe »Informatik verstehen«. Ideal zum Selbststudium  ,['Paul Wilmott'],29.0,5,384,Germany
Advances in Financial Machine Learning  ,['Audio CD'],44.0,4,384,Germany
"Machine Learning – kurz & gut: Eine Einführung mit Python, Sckit-Learn und TensorFlow  ",['Oliver Zeigermann'],14.0,3,71,Germany
Machine Learning for High-Risk Applications: Techniques for Responsible AI  ,"['Patrick Hall', 'James Curtis']",53.0,5,374,Germany
Distributional Reinforcement Learning (Adaptive Computation and Machine Learning)  ,['Marc G. Bellemare'],63.0,4,93,Germany
AI and Machine Learning for On-Device Development: A Programmer's Guide  ,"['Laurence Moroney', 'Audio CD']",59.0,4,217,Germany
Building Machine Learning Powered Applications: Going from Idea to Product  ,['Emmanuel Ameisen'],55.0,5,40,Germany
"Machine Learning: The Basics (Machine Learning: Foundations, Methodologies, and Applications)  ",['Alexander Jung'],59.0,3,353,Germany
Mathematical Analysis of Machine Learning Algorithms  ,[],44.0,3,276,Germany
Einführung in Machine Learning mit Python: Praxiswissen Data Science  ,['Andreas C. Müller'],39.0,2,179,Germany
Machine Learning System Design Interview  ,"['Ali Aminian', 'Alex Xu']",39.0,1,360,Germany
Machine Learning for Cybersecurity Cookbook: Over 80 recipes on how to implement machine learning algorithms for building security systems using Python  ,[],37.0,4,454,Germany
Machine Learning for Engineers  ,[],54.0,1,261,Germany
"Machine Learning with BigQuery ML: Create, execute, and improve machine learning models in BigQuery using standard SQL queries  ",['Alessandro Marrandino'],37.0,1,173,Germany
Machine Learning and AI in Finance  ,[],50.0,2,8,Germany
"Natural Language Processing with TensorFlow: The definitive NLP book to implement the most sought-after machine learning models and tasks, 2nd Edition  ",['Thushan Ganegedara'],30.0,5,317,Germany
"Machine Learning for Business Analytics: Concepts, Techniques, and Applications in R  ",['Galit Shmueli'],130.0,1,497,Germany
MOXIC Soft Geometric Living Room Rug Rectangle Kids Crawling Bedroom Fleece Non Slip Morocco Modern Home Decor Mats Indoor Outdoor Runner Kids Room 18x22cm  ,[],106.0,3,55,Germany
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ","['Reid Blackman', 'Audio CD']",22.0,3,213,Germany
Mastering AI Programming: From Basics to Beyond #1: Building Intelligent Systems from Scratch: A Comprehensive Guide to AI Development (English Edition)  ,[],0.0,1,421,Germany
Deep Learning (The MIT Press Essential Knowledge series)  ,"['John D. Kelleher', 'Audio CD']",14.0,1,324,Germany
"HBR's 10 Must Reads on AI (with bonus article ""How to Win with Machine Learning"" by Ajay Agrawal, Joshua Gans, and Avi Goldfarb)  ",['Hardcover'],18.0,3,154,Germany
MACHINE LEARNING WITH PYTHON: A Comprehensive Beginners Guide to Learn the Realms of Machine Learning with Python  ,['Alexander Cane'],20.0,2,8,Germany
Big Data and Machine Learning in Quantitative Investment (Wiley Finance Editions)  ,['Tony Guida'],44.0,2,84,Germany
"Practical Mathematics for AI and Deep Learning: A Concise yet In-Depth Guide on Fundamentals of Computer Vision, NLP, Complex Deep Neural Networks and Machine Learning (English Edition)  ",['Tamoghna Ghosh'],31.0,4,413,Germany
Mastering Classification Algorithms for Machine Learning: Learn how to apply Classification algorithms for effective Machine Learning solutions (English Edition)  ,['Partha Majumdar'],35.0,1,17,Germany
"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition  ",['Denis Rothman'],32.0,3,265,Germany
